cyrillic_backwards	transcription_backwards	cyrillic	transcription	derived_cyrillic	derived_transcription	form_cyrillic	form_transcription	pos	common_number	type	type_alternation	definitions	example_cyrillic	example_transcription	example_definition
эспҏ̄ет	esp̥ree't	те̄ҏпсэ	t'eer̥pse	те̄ҏҏпэ	t'eer̥r̥pe			Verb		III		порубить что (топором - недолго, немного)	
эстӣт	estii't	тӣтсэ	t'iitse	тӣһт	t'iiht			Verb		III		то же, что [b]тӣһтлэ	
